datetime,surface_net_solar_radiation
2015-01-01 00:00:00,4294942.0
2015-01-01 01:00:00,0.0
2015-01-01 02:00:00,0.0
2015-01-01 03:00:00,0.0
2015-01-01 04:00:00,0.0
2015-01-01 05:00:00,0.0
2015-01-01 06:00:00,0.0
2015-01-01 07:00:00,10278.0
2015-01-01 08:00:00,160460.0
2015-01-01 09:00:00,483350.0
2015-01-01 10:00:00,990990.0
2015-01-01 11:00:00,1496356.0
2015-01-01 12:00:00,2085348.0
2015-01-01 13:00:00,2654922.0
2015-01-01 14:00:00,3130740.0
2015-01-01 15:00:00,3505496.0
2015-01-01 16:00:00,3654800.0
2015-01-01 17:00:00,3659956.0
2015-01-01 18:00:00,3659956.0
2015-01-01 19:00:00,3659956.0
2015-01-01 20:00:00,3659956.0
2015-01-01 21:00:00,3659956.0
2015-01-01 22:00:00,3659956.0
2015-01-01 23:00:00,3659956.0
2015-01-02 00:00:00,3659956.0
2015-01-02 01:00:00,0.0
2015-01-02 02:00:00,0.0
2015-01-02 03:00:00,0.0
2015-01-02 04:00:00,0.0
2015-01-02 05:00:00,0.0
2015-01-02 06:00:00,0.0
2015-01-02 07:00:00,7468.0
2015-01-02 08:00:00,175128.0
2015-01-02 09:00:00,577542.0
2015-01-02 10:00:00,1317570.0
2015-01-02 11:00:00,2148710.0
2015-01-02 12:00:00,2971440.0
2015-01-02 13:00:00,3727130.0
2015-01-02 14:00:00,4184572.0
2015-01-02 15:00:00,4442068.0
2015-01-02 16:00:00,4557244.0
2015-01-02 17:00:00,4563348.0
2015-01-02 18:00:00,4563348.0
2015-01-02 19:00:00,4563348.0
2015-01-02 20:00:00,4563348.0
2015-01-02 21:00:00,4563348.0
2015-01-02 22:00:00,4563348.0
2015-01-02 23:00:00,4563348.0
2015-01-03 00:00:00,4563348.0
2015-01-03 01:00:00,0.0
2015-01-03 02:00:00,0.0
2015-01-03 03:00:00,0.0
2015-01-03 04:00:00,0.0
2015-01-03 05:00:00,0.0
2015-01-03 06:00:00,0.0
2015-01-03 07:00:00,9254.0
2015-01-03 08:00:00,175898.0
2015-01-03 09:00:00,616562.0
2015-01-03 10:00:00,1438382.0
2015-01-03 11:00:00,2600676.0
2015-01-03 12:00:00,3856524.0
2015-01-03 13:00:00,5115894.0
2015-01-03 14:00:00,6162064.0
2015-01-03 15:00:00,6841240.0
2015-01-03 16:00:00,7102978.0
2015-01-03 17:00:00,7111976.0
2015-01-03 18:00:00,7111976.0
2015-01-03 19:00:00,7111976.0
2015-01-03 20:00:00,7111976.0
2015-01-03 21:00:00,7111976.0
2015-01-03 22:00:00,7111976.0
2015-01-03 23:00:00,7111974.0
2015-01-04 00:00:00,7111974.0
2015-01-04 01:00:00,0.0
2015-01-04 02:00:00,0.0
2015-01-04 03:00:00,0.0
2015-01-04 04:00:00,0.0
2015-01-04 05:00:00,0.0
2015-01-04 06:00:00,0.0
2015-01-04 07:00:00,16342.0
2015-01-04 08:00:00,321000.0
2015-01-04 09:00:00,1056416.0
2015-01-04 10:00:00,2158742.0
2015-01-04 11:00:00,3498896.0
2015-01-04 12:00:00,4933084.0
2015-01-04 13:00:00,6270828.0
2015-01-04 14:00:00,7365746.0
2015-01-04 15:00:00,8058428.0
2015-01-04 16:00:00,8325142.0
2015-01-04 17:00:00,8335304.0
2015-01-04 18:00:00,8335304.0
2015-01-04 19:00:00,8335304.0
2015-01-04 20:00:00,8335304.0
2015-01-04 21:00:00,8335304.0
2015-01-04 22:00:00,8335304.0
2015-01-04 23:00:00,8335304.0
2015-01-05 00:00:00,8335304.0
2015-01-05 01:00:00,0.0
2015-01-05 02:00:00,0.0
2015-01-05 03:00:00,0.0
2015-01-05 04:00:00,0.0
2015-01-05 05:00:00,0.0
2015-01-05 06:00:00,0.0
2015-01-05 07:00:00,10434.0
2015-01-05 08:00:00,254546.0
2015-01-05 09:00:00,866918.0
2015-01-05 10:00:00,1619588.0
2015-01-05 11:00:00,2473334.0
2015-01-05 12:00:00,3575804.0
2015-01-05 13:00:00,4426388.0
2015-01-05 14:00:00,5321258.0
2015-01-05 15:00:00,6021978.0
2015-01-05 16:00:00,6267174.0
2015-01-05 17:00:00,6279102.0
2015-01-05 18:00:00,6279102.0
2015-01-05 19:00:00,6279102.0
2015-01-05 20:00:00,6279102.0
2015-01-05 21:00:00,6279102.0
2015-01-05 22:00:00,6279102.0
2015-01-05 23:00:00,6279102.0
2015-01-06 00:00:00,6279102.0
2015-01-06 01:00:00,0.0
